Date,NYC_Price
2025-01-20,3.041
2025-01-27,3.043
2025-02-03,3.023
2025-02-10,3.012
2025-02-17,3.008
2025-02-24,2.99
2025-03-03,2.963
2025-03-10,2.913
2025-03-17,2.88
2025-03-24,2.916
2025-03-31,2.941
2025-04-07,3.01
2025-04-14,2.941
2025-04-21,2.949
2025-04-28,2.947
2025-05-05,2.968
2025-05-12,2.953
2025-05-19,3.005
2025-05-26,3.006
2025-06-02,2.972
2025-06-09,2.934
2025-06-16,2.986
2025-06-23,3.091
2025-06-30,3.094
2025-07-07,3.048
2025-07-14,3.027
2025-07-21,3.012
2025-07-28,2.987
2025-08-04,3.054
2025-08-11,3.028
2025-08-18,3.007
2025-08-25,3.018
2025-09-01,3.038
2025-09-08,3.112
2025-09-15,3.1
2025-09-22,3.078
2025-09-29,3.035
2025-10-06,3.005
2025-10-13,2.98
2025-10-20,2.933
